filename,split,region,noise_ratio,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
tyrolw_48.tif,train,tyrolw,0.2956,-1.4027,-3.1275,-1.5913,-0.7985,-2.6074,1.4870,-0.7251,1.1174,-0.5883,-0.8821
malopolskie_37.tif,train,malopolskie,0.1335,-3.2865,-2.0578,-0.0951,-2.6663,-3.3945,-0.0092,2.3017,-1.3893,-1.2547,0.7750
mahe_27.tif,train,mahe,0.1944,-0.1694,-1.7503,-4.3005,-2.8068,3.3847,-0.6297,0.3378,-0.4077,0.4377,-0.7914
muenster_34.tif,train,muenster,0.2483,1.1460,-2.3746,-1.0688,-0.1211,-0.9401,0.7686,0.2098,-0.0135,-0.2246,0.4365
melbourne_54.tif,train,melbourne,0.2512,3.8802,-0.5799,-0.6631,2.1021,1.1457,-0.1082,1.0694,-2.0099,-1.1467,1.2630
koeln_68.tif,train,koeln,0.2646,-0.4087,-1.7879,-1.5867,-0.7290,-2.4779,0.5753,0.4919,0.4976,-0.5755,0.6108
zanzibar_7.tif,train,zanzibar,0.2340,-6.4948,1.1393,-0.0284,1.6111,-2.5125,-1.2530,1.9367,-2.4886,-2.7432,0.8393
coxsbazar_58.tif,train,coxsbazar,0.1718,-3.3359,-3.0053,1.7251,-2.7488,0.8374,0.0417,-0.8881,-0.1356,0.1933,-0.3182
shanghai_22.tif,train,shanghai,0.4043,2.2917,2.6886,0.1804,2.4464,-0.8273,-1.7385,0.5126,0.8939,4.0222,-2.1841
vienna_1.tif,train,vienna,0.2348,3.2533,-1.3027,-0.1489,-0.7128,-1.8023,-0.8679,-1.8876,-0.7777,1.5829,-0.2948
vienna_68.tif,train,vienna,0.2109,2.3319,-2.5960,-0.9248,-0.0233,-0.2458,0.5760,0.5971,-0.3452,0.5117,0.0205
ngaoundere_45.tif,train,ngaoundere,0.4322,0.4944,3.4895,0.0372,-3.4095,1.4974,8.2212,-0.5113,0.1036,0.8627,-1.0883
dolnoslaskie_20.tif,train,dolnoslaskie,0.4424,-2.7877,-0.8514,-0.4956,0.6011,-0.6487,0.7077,0.5126,0.4694,-2.0274,-0.3955
pisco_16.tif,train,pisco,0.2954,-2.3674,1.9023,5.5910,-0.0237,0.4288,-1.3002,-2.4920,-1.4053,-0.8738,0.7105
daressalaam_90.tif,train,daressalaam,0.2156,3.1272,-1.9786,-0.7872,-0.4954,-0.8180,0.0810,1.1652,-1.3078,0.7651,-0.8947
monrovia_32.tif,train,monrovia,0.3149,1.7116,-0.0729,-0.4662,-0.4220,-0.8475,0.7041,3.2383,1.4251,0.6629,-1.0571
slaskie_3.tif,train,slaskie,0.2582,-1.6126,-3.6417,-0.2824,2.6901,1.3859,1.6984,-0.6579,1.0707,-0.7280,1.6816
coxsbazar_29.tif,train,coxsbazar,0.1395,-5.4109,1.3914,-3.2583,7.1778,0.6549,-2.1506,0.1258,-2.9913,1.0104,-1.4097
christchurch_69.tif,train,christchurch,0.2363,2.4965,-2.4812,-1.1069,1.8591,0.9248,0.9548,-0.6137,-0.6054,-1.0596,0.6985
kyoto_3.tif,train,kyoto,0.3846,1.1936,0.6105,0.1582,1.3672,1.7456,1.4991,0.3965,2.3875,-2.6791,1.3171
tonga_66.tif,train,tonga,0.3063,2.0017,-0.3683,-1.1883,1.3102,2.3593,-0.1555,-0.0605,-0.3363,0.0308,0.2083
slaskie_29.tif,train,slaskie,0.3144,-2.9085,-1.5746,-1.7027,1.7303,-1.6226,0.2237,0.6857,1.5352,2.0625,1.3084
lima_13.tif,train,lima,0.7710,0.1059,10.2291,0.1223,1.6319,-1.9234,-0.0477,4.3098,1.2342,-1.4398,-2.4768
vienna_43.tif,train,vienna,0.2343,3.2576,-2.3735,-0.3072,-1.3830,-1.3941,0.3125,-1.5479,-0.3552,-0.1244,0.2505
rotterdam_30.tif,train,rotterdam,0.3566,1.4278,0.7139,-1.4254,-1.9296,-0.9561,-1.2489,-1.5685,1.0323,0.8841,0.3417
viru_1.tif,train,viru,0.2915,1.7211,-0.3550,3.1097,-0.8942,0.7380,0.2288,-0.7547,0.1610,-0.8370,-0.2861
vegas_22.tif,train,vegas,0.3875,3.1473,0.4920,-0.3137,-1.4508,-0.6187,-0.2338,-2.2019,-0.0952,-1.7625,0.0480
lohur_19.tif,train,lohur,0.4132,-1.7715,-0.1617,1.6180,4.4598,2.1320,-0.1795,-0.8975,0.1204,0.3329,1.3930
kujawsko-pomorskie_4.tif,train,kujawsko-pomorskie,0.2853,1.4456,-0.5573,-0.7537,4.5625,1.6261,0.0692,-1.1637,0.0405,0.3779,0.0477
melbourne_10.tif,train,melbourne,0.2886,3.8564,0.7458,0.4830,-1.1827,-1.9826,-1.3555,-1.2712,-0.5097,0.7800,1.2907
kyoto_34.tif,train,kyoto,0.2843,0.2454,-1.6335,-0.6404,-0.5126,-0.9271,0.8155,0.7122,0.7790,-1.7587,2.8259
dhaka_11.tif,train,dhaka,0.2299,3.4131,-0.5532,-0.1724,0.4244,-0.4794,-0.6852,0.1721,-0.5460,2.4332,-1.4466
shanghai_27.tif,train,shanghai,0.2975,3.7244,4.6811,1.4252,1.2160,-0.3856,-2.0804,1.7684,-1.9867,-0.3757,-0.3649
austin_35.tif,train,austin,0.3175,0.1418,-1.7973,-1.5910,1.5175,-0.0658,1.5977,-2.0638,1.0645,-2.1335,-0.0261
pisco_44.tif,train,pisco,0.2133,4.1957,0.2543,-0.3494,-0.7482,1.5236,-0.0242,1.4794,-0.8375,-0.8384,-0.6558
dhaka_52.tif,train,dhaka,0.2627,1.4814,-0.4900,-2.3849,-1.4645,1.2991,-1.1365,-1.6618,0.6892,2.0963,-1.0001
lima_23.tif,train,lima,0.8064,0.7553,9.6846,1.0111,2.5631,-0.4955,0.3307,1.1183,2.3107,-0.6789,-2.0677
dhaka_4.tif,train,dhaka,0.2144,1.6139,-1.2354,-1.6921,-1.8536,0.4790,-0.9836,-2.0114,0.4272,1.7505,0.3107
tyrolw_66.tif,train,tyrolw,0.1797,-0.1067,-2.9328,-1.6337,-1.1291,-2.7374,0.6136,0.0766,-0.5197,-0.2287,-0.0700
ulaanbaatar_39.tif,train,ulaanbaatar,0.4255,4.2645,3.3474,0.6836,1.4480,-0.5748,-0.6888,1.2463,-0.7268,-0.3737,-4.1479
zanzibar_53.tif,train,zanzibar,0.4013,-3.9843,-0.5290,-1.5003,-0.0876,-3.1965,0.7572,1.1796,3.9354,1.6465,0.1955
ngaoundere_41.tif,train,ngaoundere,0.3576,-0.8390,-0.8291,0.5200,-0.5301,4.2615,-0.1122,0.5944,0.9649,0.8610,-0.7425
kujawsko-pomorskie_5.tif,train,kujawsko-pomorskie,0.3569,1.3745,-0.1925,-0.8291,3.1535,-0.0632,0.2096,-2.6440,0.7735,-0.3663,-1.3237
rosario_12.tif,train,rosario,0.1378,-4.4600,-1.2212,0.1283,5.5029,1.2601,0.2247,-2.4611,-2.5470,-3.3479,-0.4320
tokyo_6.tif,train,tokyo,0.4289,0.9498,2.4315,0.9995,-0.8053,-0.0827,-0.8749,-0.0592,2.7600,0.8224,2.6393
bielefeld_47.tif,train,bielefeld,0.2930,1.3992,-1.5068,-2.9692,-0.7609,2.6598,-0.2838,-0.8114,-0.0209,-0.0535,-0.9602
swietokrzyskie_2.tif,train,swietokrzyskie,0.2410,-4.0169,-1.8182,2.7662,-0.6107,-1.2834,-0.5054,-1.6232,-0.9383,-0.0651,0.9639
shanghai_54.tif,train,shanghai,0.4443,3.1617,2.1010,0.4297,0.8517,-1.6538,-1.1977,-3.3434,0.2186,0.0306,0.5798
kyoto_11.tif,train,kyoto,0.4532,2.7125,1.8236,0.2406,-0.6809,-1.8472,-0.3043,-0.1960,1.8564,-0.2857,0.6745
bielefeld_8.tif,train,bielefeld,0.2350,-1.2143,-2.8367,2.2645,-0.8810,0.1289,1.1850,-1.3125,0.1892,-1.4172,-0.3594
khartoum_7.tif,train,khartoum,0.8408,-1.1893,9.0285,-0.5837,-0.9018,-2.1185,4.0647,-1.4165,2.2292,-0.2803,-1.8208
tokyo_69.tif,train,tokyo,0.3935,2.2708,1.6661,0.3889,0.2762,-0.3819,-0.1589,0.2308,2.4959,0.4914,2.7541
daressalaam_96.tif,train,daressalaam,0.1884,1.9365,-3.5592,-1.3650,0.6727,-0.1328,0.6867,-0.7929,-0.2940,0.7840,0.1213
ngaoundere_27.tif,train,ngaoundere,0.3098,1.4987,-0.9070,1.0560,-1.2792,-0.3761,0.8953,0.9154,1.2638,-0.5098,-0.1938
chiclayo_39.tif,train,chiclayo,0.4625,1.0035,2.6923,-2.4957,-4.1945,2.8377,-0.1762,-2.1206,1.2400,-0.9079,-1.6182
accra_9.tif,train,accra,0.2852,2.7614,0.2336,-1.7230,-2.5886,0.5332,-1.6199,-1.8444,0.1450,1.6878,-0.2401
mahe_25.tif,train,mahe,0.2059,-0.8585,0.1799,-4.5445,-5.0321,3.6741,3.2710,-1.1380,-1.0956,0.1672,-1.4960
rio_50.tif,train,rio,0.3145,3.3735,2.1535,0.6147,-1.6041,-2.7672,-1.6544,-0.6867,0.7397,1.9209,0.3886
ica_43.tif,train,ica,0.2739,3.4036,0.7807,-0.8942,-2.9465,0.5248,-1.5250,-2.1719,0.2518,0.6833,0.5635
shanghai_10.tif,train,shanghai,0.4474,0.6070,1.9191,-0.3961,2.6412,-1.4027,-1.8517,-2.2840,0.5779,2.1715,1.9777
rio_66.tif,train,rio,0.6641,-2.9302,6.6419,-2.2980,5.5792,-0.9481,1.0407,-2.2872,-0.6036,-3.4332,-3.9407
vegas_25.tif,train,vegas,0.2222,6.7595,-0.0782,0.4556,0.9907,0.9046,-0.3079,-4.7366,-1.5576,-3.3139,2.6427
khartoum_35.tif,train,khartoum,0.3010,4.2286,3.5755,1.2498,-0.8778,-1.0915,-1.7938,1.9802,-0.6155,1.0948,-0.0630
lambayeque_39.tif,train,lambayeque,0.2555,-2.0030,0.7743,4.4413,-0.7188,0.6309,-0.6624,1.3144,-0.3907,0.5911,-0.4908
paris_8.tif,train,paris,0.5712,2.0060,4.4288,0.5077,1.4146,-1.3607,-1.8298,-2.9025,0.2778,-1.3380,2.0058
malopolskie_31.tif,train,malopolskie,0.0869,-5.0154,-2.5625,0.5743,-2.2092,-3.7466,-0.5690,2.2440,-1.7323,0.4173,0.1450
ngaoundere_30.tif,train,ngaoundere,0.4369,-1.0002,-0.4226,1.6233,2.6489,2.4053,1.2822,-0.5306,1.7249,-0.4099,0.0881
chiclayo_24.tif,train,chiclayo,0.2079,-2.1997,-0.6323,4.1365,0.1701,1.8376,-0.3646,1.0882,-1.0001,-0.2809,1.2257
accra_3.tif,train,accra,0.3494,2.1329,-0.0084,-0.6630,0.6224,-0.5851,0.1997,0.1688,0.0791,-0.9700,0.1361
tonga_15.tif,train,tonga,0.2650,0.0788,-1.4423,-1.5430,4.7355,1.1593,0.4471,-0.2868,0.2007,1.2170,-0.7774
dolnoslaskie_25.tif,train,dolnoslaskie,0.2617,-4.3013,-1.5934,-2.3518,-0.5799,2.2925,0.6749,-0.4174,2.3706,0.2831,-0.3100
baybay_29.tif,train,baybay,0.2426,-1.7397,-3.3780,1.1045,-1.0722,-1.1192,1.0825,0.2024,0.2908,0.1175,-0.9458
ica_48.tif,train,ica,0.2329,4.1196,0.1131,0.3612,-1.7719,-1.2209,-0.3169,1.8883,-1.7365,-0.6690,-0.4677
accra_35.tif,train,accra,0.4009,-2.3633,1.7226,-2.6760,4.0448,3.5886,-0.0810,-1.0498,1.9540,0.6428,0.3135
santiago_33.tif,train,santiago,0.3956,3.3113,1.0117,0.2693,-0.5345,-1.3400,-0.0683,-0.8154,0.0041,-1.5117,-0.7049
lambayeque_25.tif,train,lambayeque,0.4156,0.1516,0.2918,1.3856,-1.3129,-0.9885,1.2667,1.5115,0.6037,-0.9678,-0.6764
pisco_23.tif,train,pisco,0.5463,-3.4472,5.7379,0.9403,-2.5724,1.6173,7.9548,-1.3483,-2.3247,0.8928,0.3960
christchurch_15.tif,train,christchurch,0.0660,-4.6875,0.6637,-7.0410,-2.3318,4.7426,-3.3746,0.7179,-3.9900,-1.8348,0.6325
vienna_27.tif,train,vienna,0.2053,4.2920,0.4402,0.4612,1.1834,0.7681,-1.2359,0.9679,-1.0322,2.4206,1.5053
chisinau_36.tif,train,chisinau,0.2118,3.4050,-2.3909,-0.5150,-0.5953,-0.7549,0.1739,0.2279,-1.4581,0.2141,-0.2915
svaneti_52.tif,train,svaneti,0.2242,-3.0169,-2.9506,2.4456,1.1360,0.8311,0.6527,-0.9978,-0.5304,0.0857,-1.5985
podkarpackie_2.tif,train,podkarpackie,0.2025,-3.1148,-2.6109,3.8315,-0.9724,-0.1744,-0.2349,-1.3651,-1.8277,-0.0490,-0.9845
christchurch_28.tif,train,christchurch,0.1810,-0.2990,-3.9174,-0.6689,-2.1859,-1.3972,1.3882,0.1405,-0.0788,-1.3996,0.4052
khartoum_38.tif,train,khartoum,0.2819,4.8137,1.9648,1.2658,-0.7140,-1.3679,-1.5806,-0.9666,-0.5239,1.3349,-0.4780
sechura_6.tif,train,sechura,0.3655,2.3811,3.4160,0.3677,-0.7820,-1.7362,-1.1458,3.0062,-2.3166,-0.4524,-0.8283
mazowieckie_21.tif,train,mazowieckie,0.2434,-1.0279,-2.7494,-1.9115,2.4582,-0.0487,1.7086,0.7022,1.2615,-0.4116,-0.8836
vegas_45.tif,train,vegas,0.5647,1.3909,3.9676,0.2061,0.0296,-1.6843,0.2709,-1.7560,2.7771,1.4927,-0.5992
melbourne_56.tif,train,melbourne,0.2674,1.7816,-1.5795,-1.2419,2.4663,0.3935,0.1617,-0.2194,-1.2237,-0.4902,0.4670
abancay_9.tif,train,abancay,0.2564,4.0016,-0.4559,0.3604,-0.1435,-0.6544,-0.3028,-2.7489,0.0595,0.0222,0.2466
christchurch_65.tif,train,christchurch,0.2236,-0.4134,-1.3371,-3.8861,0.4052,5.0511,-0.2396,-0.0163,0.7178,0.0554,0.8571
kyoto_58.tif,train,kyoto,0.3988,2.3811,1.3731,1.6489,-1.4581,-0.7726,-0.0296,0.2262,2.1353,-0.8615,2.2946
malopolskie_17.tif,train,malopolskie,0.2172,-3.6495,-2.0385,0.7796,-0.0880,3.0378,-0.0658,-0.8376,0.1146,-0.0605,0.2431
tyrolw_23.tif,train,tyrolw,0.1951,1.0665,-2.9046,-1.6229,-0.2597,-0.0131,1.6933,0.0041,0.2588,-1.8884,0.8261
aachen_16.tif,train,aachen,0.3424,0.4915,-1.5422,-1.1243,0.8765,-1.3030,0.6051,-1.5458,0.4784,-0.6318,0.0572
chisinau_51.tif,train,chisinau,0.2411,0.5143,-1.4182,0.2968,-2.5600,-1.7839,1.1962,1.7923,2.5107,0.0282,0.8984
duesseldorf_18.tif,train,duesseldorf,0.3469,2.0883,-1.6459,-0.4910,0.0604,-1.1078,0.7560,-1.5375,0.2951,-0.8891,-0.8841
malopolskie_28.tif,train,malopolskie,0.1191,-3.5621,-2.3695,-2.4771,-1.5888,-6.0623,-0.5460,1.5311,-1.2187,1.4019,-1.8344
melbourne_14.tif,train,melbourne,0.2579,4.0882,0.2121,0.2250,0.4213,-0.3715,-1.0220,-0.9746,-0.8031,0.5240,1.9779
paris_25.tif,train,paris,0.4590,1.9581,0.8330,-0.1492,1.6313,-1.0624,-0.3021,-3.6968,0.3846,-1.2248,0.3843
lodzkie_23.tif,train,lodzkie,0.0829,-2.4211,-2.0671,5.3158,0.7841,2.6166,-0.5736,-1.3953,-2.0826,0.9827,-0.2003
rosario_4.tif,train,rosario,0.3497,3.3660,0.9020,0.3836,-0.5436,-1.5240,-0.6328,-0.6662,-0.5263,-0.3140,-0.4857
kagera_16.tif,train,kagera,0.3859,-1.7583,-1.2712,-0.6898,0.8759,-1.2531,0.9357,1.0223,2.1674,0.5157,0.7036
koeln_19.tif,train,koeln,0.3369,-0.5417,-1.7356,0.9953,0.6899,0.5764,0.9104,-0.1260,0.2576,-1.2252,0.4113
mazowieckie_20.tif,train,mazowieckie,0.1255,-3.7129,-4.5112,0.3103,-0.2987,-1.2219,0.7724,-0.3149,-1.0845,-1.1052,1.8578
coxsbazar_47.tif,train,coxsbazar,0.2343,-6.1213,-1.3409,-0.8562,-3.2539,-0.4424,-0.6947,-0.3545,0.7676,0.9303,-0.6041
koeln_29.tif,train,koeln,0.3278,0.3331,-1.2243,-1.3952,0.5778,-1.7203,0.0895,1.3242,-0.3835,0.5060,-1.0127
santiago_58.tif,train,santiago,0.3855,2.7867,0.8073,0.0003,-0.3775,-1.6152,-0.0684,-1.5121,0.9326,-0.7662,-0.2731
chiclayo_33.tif,train,chiclayo,0.1892,-4.0253,0.7859,1.9803,-3.5253,3.3654,-2.0083,0.5804,-0.5230,0.9201,0.2445
mahe_2.tif,train,mahe,0.3789,-1.9339,1.6075,-4.3266,-4.1091,1.8744,1.4450,-2.8068,0.1174,-1.1573,-2.4794
lubuskie_9.tif,train,lubuskie,0.2030,-6.3174,0.3615,-3.2055,0.4292,-5.9059,-1.6571,1.1956,-2.7842,-2.1114,0.6982
muenster_11.tif,train,muenster,0.1502,-2.1481,-3.5578,3.1306,0.1493,1.6092,1.0405,-1.3063,-0.8634,-1.2250,-0.4923
mazowieckie_37.tif,train,mazowieckie,0.3553,-2.2634,0.8642,2.9604,1.8984,1.0020,-0.8043,0.2398,0.1298,0.9395,0.4538
duesseldorf_8.tif,train,duesseldorf,0.2412,-1.3470,-1.7089,3.3648,-1.8478,-0.1180,0.6200,-0.7066,0.8222,-0.3660,0.2174
svaneti_62.tif,train,svaneti,0.3295,-3.6632,-0.6454,-0.5366,2.7836,2.5753,1.7959,-1.1320,3.0418,-0.3052,-0.7009
koeln_4.tif,train,koeln,0.0482,-3.7396,-1.3861,4.7376,-0.8178,1.7789,0.0754,0.6676,-0.6069,-0.0047,-0.0547
khartoum_36.tif,train,khartoum,0.3956,3.1264,1.4702,0.2781,0.4040,-2.7457,-1.9522,-3.3765,-0.2293,1.8157,-0.2807
koeln_3.tif,train,koeln,0.2438,-1.4310,-1.5638,3.1842,0.4258,0.8942,-0.4286,-0.6574,-1.7857,-0.3714,0.4369
daressalaam_7.tif,train,daressalaam,0.2792,3.5614,-0.6670,0.3487,-1.9550,-1.6855,0.0552,-0.9405,-0.3833,-0.7616,-0.1871
melbourne_32.tif,train,melbourne,0.3033,3.0520,-0.6590,0.0300,-0.3378,-1.0920,0.0575,-1.6958,0.4766,0.2580,-0.4608
sechura_22.tif,train,sechura,0.1549,5.3662,0.0205,0.8085,-1.4720,-0.1342,-0.1809,2.2463,-2.0051,-0.4401,-0.6527
paris_49.tif,train,paris,0.4060,2.4633,0.4597,-0.2027,2.1125,-0.4641,-0.5706,-1.8731,-0.5834,0.2939,-0.9618
chincha_33.tif,train,chincha,0.1670,-2.1873,-0.0286,1.6393,-0.4930,4.3514,-1.1242,2.9032,-1.5055,0.3176,0.3245
tonga_25.tif,train,tonga,0.2939,-0.6457,-1.0018,-1.2289,4.8070,1.3860,0.5765,-0.3039,1.7257,1.4232,0.7367
lambayeque_50.tif,train,lambayeque,0.1219,5.3180,1.0356,0.7007,0.1422,1.0895,-0.3255,3.5007,-1.7728,0.2424,-0.6782
niamey_6.tif,train,niamey,0.2573,2.6612,-0.3616,-0.5612,-0.8077,-1.1341,-0.2102,2.7914,-0.8303,0.8583,-0.0771
piura_39.tif,train,piura,0.1933,-3.6107,1.4423,1.6116,-1.3225,2.9650,-1.8725,1.1796,-3.3505,-1.8210,-0.3233
soriano_6.tif,train,soriano,0.2492,2.3043,-2.1963,-1.0606,1.7274,0.4552,0.6878,-0.8157,-0.0224,-0.0679,0.1571
coxsbazar_17.tif,train,coxsbazar,0.3282,-4.2068,-1.8723,1.2380,0.8772,-1.5212,0.0714,-1.6460,0.1411,0.3237,-0.8178
santiago_5.tif,train,santiago,0.4099,1.5157,1.0845,-0.3046,-0.4200,-2.1485,-0.2418,-1.2518,1.1458,-0.5232,0.5541
ulaanbaatar_14.tif,train,ulaanbaatar,0.4157,3.9231,2.1621,0.4635,0.7280,-0.5381,-0.2356,0.8927,-0.2189,-0.3736,-3.1742
niamey_3.tif,train,niamey,0.2361,3.1699,-0.4537,0.0378,-1.3640,-0.4888,0.0942,2.1680,-0.5299,-0.1094,1.0175
dhaka_54.tif,train,dhaka,0.1843,-0.6932,0.2904,-4.0423,-2.3403,4.2463,-2.3715,1.1418,-0.2347,2.8207,0.5153
tonga_28.tif,train,tonga,0.2784,0.6518,-1.4083,-1.2297,3.6722,1.2138,1.0907,-0.0857,1.0305,0.3486,-1.1450
abancay_4.tif,train,abancay,0.2767,3.2277,-1.2484,0.1027,-0.5075,-0.5091,0.2337,-0.0165,0.2699,0.4561,0.1582
zanzibar_15.tif,train,zanzibar,0.2507,-5.5997,-0.1984,-3.0048,-0.0142,-6.9398,-1.5415,0.1253,-3.3117,-0.6882,-1.9139
melbourne_30.tif,train,melbourne,0.2075,4.6931,-0.3781,0.1755,-0.5304,-0.8154,-0.5474,-0.9555,-0.4401,0.9230,-0.3454
christchurch_20.tif,train,christchurch,0.5396,-3.5157,2.4562,2.3698,3.9217,0.4837,-1.4718,-0.0753,1.2444,2.4881,1.5233
accra_52.tif,train,accra,0.3520,2.7618,-0.4694,-0.4446,0.3823,-1.0236,0.0665,-0.3999,-0.9364,-0.4868,-1.6548
coxsbazar_52.tif,train,coxsbazar,0.1961,-3.1348,-2.6037,1.6135,-2.8175,0.9829,-0.1344,-0.9371,-0.4409,-0.1595,-0.3818
accra_5.tif,train,accra,0.3225,3.3563,0.4230,-0.1267,-1.0037,-2.1911,-0.8183,-0.9558,-0.4146,0.6826,-0.2946
accra_39.tif,train,accra,0.3154,0.7358,-0.1620,-1.2685,2.9653,1.6083,1.5609,0.4022,0.8840,-1.4519,-1.2876
kagera_64.tif,train,kagera,0.3594,-4.2012,-1.3776,0.8612,0.0382,-2.7175,-0.3344,0.4727,0.6222,2.2728,-1.3477
abancay_5.tif,train,abancay,0.2901,1.2512,-1.6860,-0.9616,0.7309,-0.3732,0.8014,0.7706,0.6239,-0.0491,0.2485
daressalaam_22.tif,train,daressalaam,0.3397,1.9858,-0.8066,-1.1931,0.5904,-0.7621,0.1805,-1.6539,0.0945,0.4074,-0.3325
baybay_25.tif,train,baybay,0.1880,-1.1462,-0.9845,-4.3167,-4.7399,2.2685,-1.7069,-0.7272,-0.7470,0.7686,-0.7969
lubuskie_19.tif,train,lubuskie,0.1939,-1.2398,-4.1343,-2.9784,0.9563,1.3877,1.1739,-0.3870,-0.2680,-0.5712,-0.4518
western_1.tif,train,western,0.4020,-1.8057,1.3310,-2.0493,1.2820,-0.4434,2.8543,2.3467,2.6804,0.5508,-2.0029
ngaoundere_34.tif,train,ngaoundere,0.3900,-0.0500,-1.3858,0.0598,2.6592,1.0574,1.3253,0.0799,0.7458,0.1371,-1.5560
svaneti_27.tif,train,svaneti,0.2931,-4.7440,-2.1343,-0.8897,0.3555,-3.3780,-0.6063,1.4320,0.4713,2.3319,2.5320
monrovia_10.tif,train,monrovia,0.4913,-1.0984,-0.3101,0.5580,-0.5704,-0.4756,1.0407,0.7052,3.3776,0.4343,0.1771
accra_51.tif,train,accra,0.1498,-5.9660,3.3183,4.0161,1.4997,-0.8123,-2.8772,0.4848,-3.7914,-2.0324,0.5221
vienna_16.tif,train,vienna,0.2668,3.5458,-2.2750,-1.1120,0.7009,0.3012,0.4417,-0.3725,-1.2024,-1.4822,1.4029
piura_10.tif,train,piura,0.1915,2.6025,-1.6246,2.9169,-2.8816,-0.3293,0.0802,0.4369,-0.8772,-0.2231,0.2468
duesseldorf_41.tif,train,duesseldorf,0.2881,3.7577,0.0276,0.3281,-0.6862,-1.0865,-0.2698,-0.7221,0.5142,0.1864,0.1681
santiago_36.tif,train,santiago,0.3154,3.5424,0.4106,0.2631,-0.2785,-1.1961,-0.7478,-0.5160,-0.8661,0.0314,0.5451
pomorskie_37.tif,train,pomorskie,0.2603,-4.5854,-1.4668,1.5869,-0.0246,-0.7331,0.1988,0.1924,0.7930,-0.0001,1.2416
monrovia_71.tif,train,monrovia,0.2392,-0.2471,-2.6674,-0.3734,-0.2354,-0.1975,1.3706,1.5448,1.3616,0.0741,0.9109
ica_31.tif,train,ica,0.4511,-0.6198,4.8852,3.9780,-1.7563,-0.2902,0.1570,1.2726,1.5598,-2.7020,-2.3239
ulaanbaatar_23.tif,train,ulaanbaatar,0.3936,4.2655,3.6050,0.9861,1.7509,0.2035,-0.8125,1.4121,-0.4402,0.1305,-3.0925
bielefeld_62.tif,train,bielefeld,0.2550,-1.6971,-3.1764,1.3399,-0.3973,-0.0558,0.9499,0.4567,-0.7534,-0.4515,-0.5584
dhaka_40.tif,train,dhaka,0.3257,0.2166,-0.3224,-2.7359,-0.9597,0.7476,-1.1642,-1.8789,1.0971,2.3574,-1.4688
zanzibar_145.tif,train,zanzibar,0.2072,-2.1919,-1.3921,-2.5844,3.9200,0.0152,0.7176,3.0904,-0.4157,1.0652,-0.3926
khartoum_34.tif,train,khartoum,0.3680,3.7321,4.5043,1.2011,0.1639,-0.9622,-2.0480,1.6997,-0.7346,0.5064,0.3329
lambayeque_19.tif,train,lambayeque,0.2706,3.7678,-0.5616,-0.3824,-0.4573,0.7313,1.3323,-0.0899,0.8153,-1.3283,-0.4683
wielkopolskie_34.tif,train,wielkopolskie,0.1958,-0.1691,-1.5619,2.1977,3.3053,3.2570,0.5303,0.2809,-0.2999,0.5026,-0.0744
coxsbazar_48.tif,train,coxsbazar,0.1728,-5.6229,-2.1479,0.0601,-3.0843,-0.2711,-1.3997,0.3690,-1.0715,1.5533,-0.6198
zanzibar_60.tif,train,zanzibar,0.1575,-2.6999,-3.3169,-2.3427,0.0087,-3.2631,-0.0238,2.7167,-1.1981,2.2029,-0.8103
monrovia_73.tif,train,monrovia,0.3310,-2.9486,-0.5813,-1.0464,-1.2569,0.2527,0.0964,2.7193,2.7775,2.2490,-0.3131
slaskie_20.tif,train,slaskie,0.8335,-4.8777,2.5119,-2.4346,0.9488,1.9235,-1.8294,-2.3301,1.6585,1.6401,-0.3604
santiago_11.tif,train,santiago,0.3954,1.9049,0.4373,-0.2347,0.1530,-1.5077,-0.0248,-1.4746,1.0740,-0.2217,-0.0989
koeln_49.tif,train,koeln,0.0467,-2.1309,2.0476,6.2230,-0.6995,1.3444,-0.7422,-0.0636,1.3962,2.9843,-4.6044
kagera_55.tif,train,kagera,0.5220,-3.3549,-0.1848,2.1468,0.1933,-1.7142,-0.3074,-2.5812,1.7127,0.5164,1.4449
swietokrzyskie_24.tif,train,swietokrzyskie,0.1518,-2.8500,-3.6654,1.7737,1.8777,1.9154,0.8651,0.3496,-0.9587,0.4171,-0.4398
lodzkie_19.tif,train,lodzkie,0.1408,-4.5242,-1.4057,2.6853,-2.0866,1.1588,-0.7091,-1.6777,-0.8507,-0.3422,-0.7715
muenster_25.tif,train,muenster,0.1544,-2.7546,-3.0186,2.6353,-2.4362,-0.5581,0.9161,0.7505,0.6205,-0.1291,0.7952
dolnoslaskie_3.tif,train,dolnoslaskie,0.4167,-6.1021,2.0266,-3.8996,-1.1090,-2.3961,-2.4187,-1.1490,-1.7738,-3.0051,1.0193
sechura_50.tif,train,sechura,0.2624,2.5460,-1.9850,1.3771,-1.0136,0.8767,1.4664,0.6391,1.0742,-1.2274,0.4588
dortmund_51.tif,train,dortmund,0.1750,0.0176,-3.1039,2.0904,-0.4992,1.7044,1.3731,1.5593,-0.2469,-0.9441,0.3152
mahe_65.tif,train,mahe,0.2758,-0.6018,-2.1214,-1.4320,-1.2417,-3.5795,0.3683,-0.6079,-0.1330,-0.1672,-1.1553
