filename,split,Bareland_gt_reg,Bareland_ps_reg,Rangeland_gt_reg,Rangeland_ps_reg,Developed_gt_reg,Developed_ps_reg,Road_gt_reg,Road_ps_reg,Tree_gt_reg,Tree_ps_reg,Water_gt_reg,Water_ps_reg,Agriculture_gt_reg,Agriculture_ps_reg,Building_gt_reg,Building_ps_reg,gt_regions,ps_regions,frag_ratio
austin_1.tif,train,1,0,76,51,24,82,9,13,76,51,2,1,0,2,0,1,188,201,1.07
chicago_48.tif,train,0,0,113,69,74,78,3,19,59,28,1,0,0,6,53,67,303,267,0.88
sechura_15.tif,train,1,4,143,35,103,30,5,19,13,27,1,9,0,0,52,72,318,196,0.62
christchurch_24.tif,train,0,0,134,86,50,151,2,22,432,40,25,1,26,16,14,25,683,341,0.50
lambayeque_9.tif,train,0,0,49,13,309,344,2,12,79,58,0,0,0,0,58,70,497,497,1.00
santiago_2.tif,train,0,0,183,336,272,342,8,27,271,232,0,0,0,0,125,185,859,1122,1.31
lodzkie_6.tif,train,0,0,1,46,0,3,0,14,14,45,0,1,1,17,1,1,17,127,7.47
bielefeld_39.tif,train,0,0,176,194,286,264,9,42,256,141,3,0,4,9,81,90,815,740,0.91
aachen_47.tif,train,0,0,141,68,39,83,11,11,406,24,3,0,45,12,40,26,685,224,0.33
kagera_39.tif,train,0,0,59,347,98,342,1,8,67,115,0,4,12,20,53,62,290,898,3.10
wielkopolskie_16.tif,train,0,0,50,50,26,36,10,15,56,17,0,0,1,12,26,24,169,154,0.91
daressalaam_54.tif,train,0,0,8,53,344,611,6,57,184,403,4,0,0,0,721,53,1267,1177,0.93
lohur_40.tif,train,0,0,220,152,70,123,2,24,95,52,0,0,34,26,43,46,464,423,0.91
ngaoundere_55.tif,train,0,1,81,213,99,104,1,21,69,149,15,16,4,77,77,67,346,648,1.87
swietokrzyskie_1.tif,train,0,0,8,20,1,7,0,9,31,15,0,0,4,15,1,0,45,66,1.47
vegas_31.tif,train,1,0,0,57,3,15,1,5,87,4,0,2,0,0,10,10,102,93,0.91
swietokrzyskie_18.tif,train,0,0,29,27,2,14,0,12,12,4,14,1,6,7,1,1,64,66,1.03
chicago_42.tif,train,4,0,206,287,133,201,8,44,138,180,2,0,0,0,191,85,682,797,1.17
muenster_27.tif,train,0,0,280,386,180,377,23,76,333,213,1,2,2,1,103,82,922,1137,1.23
tonga_8.tif,train,0,0,377,215,142,340,1,33,291,196,35,46,0,0,91,100,937,930,0.99
dortmund_53.tif,train,0,0,494,333,263,355,15,48,364,178,13,0,16,4,166,141,1331,1059,0.80
muenster_4.tif,train,0,0,198,191,61,135,2,58,144,72,2,0,2,24,47,43,456,523,1.15
viru_37.tif,train,0,0,64,110,33,53,1,13,222,76,7,10,22,20,19,16,368,298,0.81
piura_14.tif,train,11,0,53,114,204,128,1,27,366,152,7,22,1,42,26,35,669,520,0.78
chicago_45.tif,train,0,0,111,84,63,59,7,30,159,67,0,0,0,0,67,92,407,332,0.82
malopolskie_23.tif,train,0,0,18,45,0,0,5,4,6,19,0,10,0,0,2,3,31,81,2.61
tonga_9.tif,train,0,0,80,184,102,391,2,12,55,190,0,10,0,3,71,87,310,877,2.83
rotterdam_43.tif,train,2,0,36,53,104,24,4,31,6,20,5,5,0,24,20,54,177,211,1.19
viru_40.tif,train,29,40,57,142,5,78,0,11,237,140,8,39,13,7,4,9,353,466,1.32
swietokrzyskie_35.tif,train,0,0,26,38,3,23,2,3,27,17,0,0,6,9,8,33,72,123,1.71
koeln_37.tif,train,0,0,126,194,207,177,11,108,133,97,1,0,1,3,40,51,519,630,1.21
tyrolw_65.tif,train,2,0,27,96,7,53,2,8,29,24,1,9,4,15,1,5,73,210,2.88
piura_47.tif,train,0,0,195,23,266,216,5,18,96,99,0,0,0,0,47,83,609,439,0.72
duesseldorf_65.tif,train,1,0,28,40,18,44,1,40,35,25,1,4,9,3,13,14,106,170,1.60
mazowieckie_18.tif,train,0,0,2,18,4,45,2,8,28,8,0,0,3,11,7,8,46,98,2.13
kitsap_9.tif,train,0,0,115,180,101,157,6,37,192,116,0,0,0,0,48,61,462,551,1.19
chicago_34.tif,train,0,0,11,5,76,101,3,27,32,10,0,0,0,0,39,51,161,194,1.20
bielefeld_29.tif,train,0,0,106,337,65,170,2,39,326,98,0,0,1,1,105,89,605,734,1.21
piura_13.tif,train,108,45,533,324,14,63,1,9,570,241,4,18,0,6,0,0,1230,706,0.57
muenster_13.tif,train,0,0,410,292,224,288,23,79,228,148,0,1,0,0,145,126,1030,934,0.91
viru_16.tif,train,0,0,213,90,415,68,11,36,188,139,0,3,8,20,56,111,891,467,0.52
coxsbazar_28.tif,train,0,0,82,176,26,8,8,22,79,101,12,1,0,5,0,3,207,316,1.53
tyrolw_43.tif,train,0,0,122,113,103,99,1,22,79,39,0,8,14,12,37,43,356,336,0.94
pointenoire_1.tif,train,0,0,26,1,171,200,2,54,108,36,0,0,0,0,71,75,378,366,0.97
coxsbazar_78.tif,train,6,0,236,392,55,239,8,44,121,63,4,10,14,15,75,65,519,828,1.60
monrovia_36.tif,train,0,10,130,231,55,242,6,21,162,106,65,87,17,25,43,56,478,778,1.63
dhaka_31.tif,train,0,2,20,28,18,32,4,18,11,20,2,36,0,0,8,15,63,151,2.40
paris_67.tif,train,0,0,13,15,22,49,6,6,40,20,0,0,0,2,11,34,92,126,1.37
rotterdam_44.tif,train,0,0,14,141,52,44,9,49,14,35,0,6,0,34,34,104,123,413,3.36
lambayeque_7.tif,train,0,0,60,10,245,238,3,13,221,109,0,2,0,0,30,52,559,424,0.76
vienna_18.tif,train,0,0,140,135,100,126,2,30,151,67,0,0,0,13,20,59,413,430,1.04
bogota_2.tif,train,0,0,190,202,145,319,12,91,174,216,0,0,0,0,89,80,610,908,1.49
austin_21.tif,train,0,0,3,9,68,97,6,22,64,33,0,0,0,0,22,50,163,211,1.29
christchurch_45.tif,train,0,0,65,64,127,190,7,18,262,156,1,16,0,0,2,4,464,448,0.97
kyoto_53.tif,train,5,0,115,246,159,147,6,48,154,170,6,13,17,34,87,83,549,741,1.35
kyoto_64.tif,train,0,0,123,114,706,193,5,109,279,240,0,0,3,1,742,258,1858,915,0.49
mahe_4.tif,train,12,2,62,186,16,80,7,55,30,46,12,19,0,0,14,22,153,410,2.68
paris_61.tif,train,0,0,42,39,23,98,1,22,49,21,0,0,0,13,27,38,142,231,1.63
khartoum_44.tif,train,0,2,3,35,21,46,2,13,44,20,0,7,0,2,19,33,89,158,1.78
chisinau_26.tif,train,0,0,283,180,105,174,6,30,190,136,0,1,0,0,28,47,612,568,0.93
lambayeque_10.tif,train,0,0,56,24,319,252,1,14,134,98,1,0,0,0,55,92,566,480,0.85
paris_4.tif,train,0,0,21,63,39,116,1,18,128,23,1,1,0,30,29,59,219,310,1.42
dortmund_38.tif,train,0,0,524,332,299,345,18,24,343,89,1,5,16,20,100,81,1301,896,0.69
ngaoundere_25.tif,train,2,0,115,133,85,216,3,33,178,94,0,0,10,28,55,47,448,551,1.23
rio_56.tif,train,0,0,2,13,6,18,1,2,2,3,0,0,0,15,3,11,14,62,4.43
lodzkie_3.tif,train,0,0,6,72,8,20,5,6,33,50,0,4,6,28,10,17,68,197,2.90
slaskie_23.tif,train,0,0,34,58,8,58,12,14,150,73,0,0,1,10,12,15,217,228,1.05
dhaka_56.tif,train,7,0,46,387,221,385,19,43,181,195,3,14,0,1,39,58,516,1083,2.10
chisinau_41.tif,train,0,0,140,72,216,179,6,10,107,116,0,0,0,0,28,54,497,431,0.87
chiclayo_20.tif,train,13,3,0,18,4,41,2,15,350,95,11,7,0,0,0,1,380,180,0.47
shanghai_43.tif,train,0,0,12,71,73,50,10,16,27,29,6,23,9,17,7,35,144,241,1.67
kagera_51.tif,train,0,5,132,174,43,165,2,21,157,147,0,13,27,35,37,52,398,612,1.54
mazowieckie_26.tif,train,0,0,23,9,0,2,0,0,11,8,0,1,4,4,1,1,39,25,0.64
lambayeque_27.tif,train,0,16,131,179,52,74,2,10,149,141,1,8,5,30,0,2,340,460,1.35
ica_45.tif,train,4,0,77,60,68,16,2,24,182,92,0,0,0,0,56,76,389,268,0.69
kagera_41.tif,train,0,6,165,124,34,138,5,27,156,201,0,15,15,48,24,26,399,585,1.47
austin_10.tif,train,0,0,45,108,98,138,11,24,62,76,4,3,0,0,21,23,241,372,1.54
kagera_56.tif,train,0,0,145,138,74,161,5,15,79,181,0,5,46,53,36,45,385,598,1.55
malopolskie_16.tif,train,0,0,17,43,5,40,3,7,99,25,0,0,4,12,5,7,133,134,1.01
lima_41.tif,train,3,0,0,26,5,73,4,23,0,0,0,0,0,48,21,10,33,180,5.45
lambayeque_14.tif,train,0,0,97,52,146,199,1,12,116,100,0,0,0,0,30,112,390,475,1.22
podlaskie_3.tif,train,0,0,2,34,0,13,0,0,16,19,0,0,7,11,4,5,29,82,2.83
pisco_27.tif,train,5,4,146,123,106,86,1,30,225,90,2,13,6,19,16,30,507,395,0.78
svaneti_66.tif,train,0,0,13,3,4,17,2,29,362,35,3,0,0,0,7,1,391,85,0.22
lima_1.tif,train,3,0,108,89,101,81,1,21,111,79,2,2,2,0,39,57,367,329,0.90
dortmund_1.tif,train,0,0,405,243,250,406,7,25,520,190,11,0,6,6,202,150,1401,1020,0.73
mahe_52.tif,train,0,0,325,186,141,395,7,23,188,109,1,8,0,0,60,64,722,785,1.09
dhaka_37.tif,train,0,0,103,295,254,280,6,34,123,236,19,25,0,1,68,62,573,933,1.63
chisinau_45.tif,train,0,0,384,117,155,154,16,26,214,156,0,0,0,0,44,76,813,529,0.65
daressalaam_70.tif,train,0,0,278,60,618,582,14,59,562,400,0,0,0,0,492,98,1964,1199,0.61
mahe_61.tif,train,0,0,490,236,99,273,8,18,93,95,9,24,0,0,41,47,740,693,0.94
chicago_6.tif,train,0,0,66,92,86,75,19,39,116,96,1,1,0,1,54,51,342,355,1.04
warminsko-mazurskie_8.tif,train,0,0,17,23,8,47,7,4,109,41,4,19,20,8,15,7,180,149,0.83
pisco_37.tif,train,5,26,118,118,17,58,3,15,141,61,0,44,4,28,12,9,300,359,1.20
ica_42.tif,train,19,10,37,41,24,71,3,44,128,128,0,12,2,36,17,37,230,379,1.65
lohur_16.tif,train,0,0,462,467,70,421,2,26,191,197,2,7,55,34,84,143,866,1295,1.50
daressalaam_79.tif,train,0,0,108,105,105,137,2,35,145,141,1,0,0,1,60,101,421,520,1.24
wielkopolskie_6.tif,train,0,0,3,24,3,53,1,6,5,7,0,3,3,6,2,2,17,101,5.94
khartoum_25.tif,train,7,0,16,49,38,55,6,15,41,37,0,2,0,1,33,37,141,196,1.39
chisinau_67.tif,train,0,0,263,171,75,141,6,44,236,87,0,0,0,8,23,41,603,492,0.82
christchurch_67.tif,train,0,0,27,8,0,0,5,1,10,21,6,14,0,0,1,0,49,44,0.90
shanghai_44.tif,train,0,0,0,57,26,43,3,18,36,26,8,14,7,36,22,18,102,212,2.08
lubuskie_10.tif,train,0,0,36,61,11,49,4,30,290,27,2,6,1,26,2,3,346,202,0.58
vienna_8.tif,train,0,0,51,88,16,42,2,57,109,78,0,1,0,5,14,41,192,312,1.62
ulaanbaatar_44.tif,train,0,0,229,78,85,36,3,36,4,100,1,7,0,2,301,199,623,458,0.74
daressalaam_5.tif,train,4,3,53,75,88,83,8,27,109,106,1,5,0,0,95,43,358,342,0.96
chisinau_5.tif,train,0,0,2,5,95,79,14,56,86,99,0,0,4,0,28,63,229,302,1.32
ica_40.tif,train,7,3,162,77,52,27,3,8,146,49,1,13,1,9,13,11,385,197,0.51
coxsbazar_64.tif,train,0,0,169,254,136,133,3,48,41,71,23,2,27,12,72,34,471,554,1.18
khartoum_65.tif,train,0,2,16,52,29,37,3,20,37,70,0,7,0,0,34,28,119,216,1.82
accra_11.tif,train,0,0,0,36,138,146,3,40,76,50,0,16,0,1,65,392,282,681,2.41
tyrolw_4.tif,train,1,0,14,63,5,22,2,9,5,17,1,21,2,5,3,3,33,140,4.24
chiclayo_50.tif,train,0,0,12,42,24,34,2,19,30,19,0,0,6,13,16,14,90,141,1.57
pisco_9.tif,train,0,8,180,85,36,43,2,26,259,97,25,67,16,23,1,2,519,351,0.68
baybay_48.tif,train,0,0,95,107,75,131,1,2,110,44,0,4,4,18,20,26,305,332,1.09
accra_16.tif,train,0,0,103,164,154,100,7,52,201,172,0,1,0,2,151,124,616,615,1.00
monrovia_19.tif,train,0,0,16,49,128,180,1,28,46,74,0,2,0,0,60,101,251,434,1.73
rio_46.tif,train,0,0,6,45,66,58,3,8,57,35,0,0,0,0,16,42,148,188,1.27
daressalaam_76.tif,train,0,1,148,130,352,391,8,30,204,176,31,20,0,1,95,43,838,792,0.95
tokyo_42.tif,train,1,0,182,269,281,163,6,94,354,141,6,3,6,18,384,128,1220,816,0.67
dolnoslaskie_37.tif,train,0,0,17,26,14,4,2,16,140,16,1,13,9,12,0,0,183,87,0.48
bielefeld_32.tif,train,0,0,204,157,135,235,7,25,87,72,0,0,11,15,13,20,457,524,1.15
shanghai_6.tif,train,0,0,1,1,3,41,3,6,0,0,0,1,1,38,3,27,11,114,10.36
pomorskie_8.tif,train,0,0,44,58,11,56,0,18,38,20,3,1,4,20,11,11,111,184,1.66
slaskie_13.tif,train,0,0,129,186,31,194,2,9,173,81,0,0,7,13,38,38,380,521,1.37
vienna_10.tif,train,0,0,40,28,7,33,1,5,38,37,1,18,0,4,0,3,87,128,1.47
zanzibar_3.tif,train,0,1,119,95,9,51,13,10,337,120,0,2,5,42,14,3,497,324,0.65
vienna_56.tif,train,0,0,183,199,114,252,25,63,231,120,7,0,0,0,69,97,629,731,1.16
kagera_1.tif,train,0,0,43,151,10,190,1,14,108,126,0,8,16,32,23,30,201,551,2.74
sechura_35.tif,train,0,0,48,19,99,76,2,13,144,72,0,3,0,3,53,91,346,277,0.80
dortmund_24.tif,train,0,0,484,419,265,482,8,47,292,255,1,1,3,1,238,199,1291,1404,1.09
lambayeque_33.tif,train,0,0,211,131,288,138,2,54,199,155,0,0,9,19,49,138,758,635,0.84
sechura_19.tif,train,3,0,44,38,89,21,2,22,83,64,1,6,0,0,35,45,257,196,0.76
santiago_34.tif,train,0,0,258,108,129,110,22,62,199,93,8,3,0,0,63,94,679,470,0.69
zanzibar_144.tif,train,2,4,177,352,44,273,1,35,597,205,0,3,0,8,167,108,988,988,1.00
vienna_12.tif,train,0,0,342,330,181,370,15,52,173,145,11,0,0,1,85,110,807,1008,1.25
wielkopolskie_19.tif,train,0,0,104,157,55,225,7,21,167,130,2,0,0,1,65,55,400,589,1.47
santiago_37.tif,train,0,0,111,92,82,139,15,49,74,59,0,0,0,0,6,35,288,374,1.30
tonga_12.tif,train,0,2,309,314,107,470,8,31,155,309,1,3,0,0,129,117,709,1246,1.76
melbourne_15.tif,train,0,0,351,305,118,287,6,18,257,372,4,2,0,0,77,74,813,1058,1.30
svaneti_6.tif,train,0,2,217,39,44,16,1,12,46,32,0,76,3,4,2,1,313,182,0.58
ulaanbaatar_20.tif,train,0,0,116,49,85,23,2,29,38,82,4,1,0,0,290,269,535,453,0.85
rotterdam_46.tif,train,0,0,13,93,37,89,4,60,3,8,0,13,0,11,6,37,63,311,4.94
wielkopolskie_10.tif,train,1,0,47,50,24,50,2,5,120,38,0,0,3,17,5,8,202,168,0.83
niamey_9.tif,train,0,0,325,199,258,211,10,49,246,223,0,0,14,2,242,217,1095,901,0.82
dhaka_18.tif,train,0,0,87,134,199,465,7,50,111,167,7,20,0,0,53,63,464,899,1.94
kitsap_50.tif,train,0,0,160,188,57,73,1,7,73,18,1,3,0,0,102,104,394,393,1.00
ngaoundere_49.tif,train,0,8,78,84,67,173,3,28,264,180,0,1,26,33,23,26,461,533,1.16
ngaoundere_38.tif,train,15,2,114,119,151,87,11,23,172,184,7,10,12,28,201,138,683,591,0.87
lima_8.tif,train,9,0,143,191,75,107,2,19,154,141,7,4,1,13,53,81,444,556,1.25
santiago_31.tif,train,0,0,182,368,363,315,11,34,326,168,12,1,0,0,91,183,985,1069,1.09
shanghai_57.tif,train,0,0,28,73,119,37,2,31,73,41,2,7,0,6,66,58,290,253,0.87
shanghai_50.tif,train,0,0,9,38,25,22,1,26,21,8,1,19,0,35,5,28,62,176,2.84
daressalaam_8.tif,train,59,8,81,116,64,247,9,22,287,222,1,0,0,9,61,86,562,710,1.26
christchurch_8.tif,train,0,0,366,292,142,458,3,22,321,228,6,0,0,2,190,166,1028,1168,1.14
daressalaam_39.tif,train,18,0,120,339,694,738,12,85,298,364,8,4,0,0,841,128,1991,1658,0.83
coxsbazar_3.tif,train,0,0,436,361,392,342,9,47,384,253,53,0,3,5,410,242,1687,1250,0.74
dolnoslaskie_36.tif,train,2,14,68,65,19,53,1,11,83,24,2,22,0,0,1,2,176,191,1.09
lima_21.tif,train,0,0,0,0,33,14,5,30,5,2,0,0,0,21,55,58,98,125,1.28
kagera_23.tif,train,0,0,98,131,41,280,12,6,257,116,0,2,12,30,18,35,438,600,1.37
muenster_32.tif,train,0,0,751,552,723,528,31,114,689,282,1,0,2,5,196,157,2393,1638,0.68
malopolskie_9.tif,train,0,0,15,51,5,56,1,13,59,7,0,1,7,16,9,8,96,152,1.58
mahe_33.tif,train,30,0,701,320,260,623,19,35,190,132,0,0,0,1,108,136,1308,1247,0.95
accra_50.tif,train,0,0,123,47,83,52,2,39,425,273,5,2,0,0,361,294,999,707,0.71
chisinau_10.tif,train,0,0,0,42,46,76,1,26,71,75,0,2,0,0,9,17,127,238,1.87
zanzibar_137.tif,train,20,0,372,208,77,338,12,29,1471,210,6,1,0,9,106,102,2064,897,0.43
daressalaam_83.tif,train,0,0,32,31,254,246,12,51,120,129,0,1,0,0,72,49,490,507,1.03
chiangmai_10.tif,train,0,0,350,217,49,145,14,39,103,38,21,75,0,7,21,57,558,578,1.04
rio_48.tif,train,0,0,23,72,85,70,4,10,51,40,0,0,0,0,29,39,192,231,1.20
dolnoslaskie_23.tif,train,0,0,110,82,39,256,2,16,351,118,0,0,10,19,71,66,583,557,0.96
daressalaam_69.tif,train,0,0,158,87,371,678,10,49,418,368,1,0,0,1,529,113,1487,1296,0.87
kagera_28.tif,train,0,0,274,258,74,455,15,13,400,177,0,0,166,15,58,52,987,970,0.98
chiclayo_5.tif,train,1,8,56,26,43,30,3,27,113,131,0,8,0,0,69,77,285,307,1.08
zanzibar_38.tif,train,0,0,81,132,9,68,0,8,219,139,0,0,40,54,3,10,352,411,1.17
bielefeld_31.tif,train,0,0,216,296,173,426,3,53,224,285,3,0,16,4,212,198,847,1262,1.49
dhaka_60.tif,train,0,0,146,305,348,602,12,49,212,309,14,13,0,0,63,57,795,1335,1.68
zanzibar_1.tif,train,0,0,92,208,29,129,15,4,309,112,0,0,0,0,37,25,482,478,0.99
chincha_24.tif,train,0,0,181,102,127,58,3,8,172,84,22,14,6,21,33,75,544,362,0.67
khartoum_39.tif,train,0,3,0,32,15,19,2,16,15,16,0,24,0,8,17,24,49,142,2.90
ngaoundere_66.tif,train,2,1,12,100,202,160,5,28,151,167,0,0,0,0,148,162,520,618,1.19
tonga_63.tif,train,0,0,429,304,129,404,1,28,198,285,3,3,0,0,97,110,857,1134,1.32
piura_26.tif,train,0,0,186,0,293,59,3,23,115,95,0,0,0,2,47,155,644,334,0.52
monrovia_37.tif,train,0,0,335,224,136,271,9,35,251,168,0,2,6,4,134,127,871,831,0.95
slaskie_2.tif,train,0,0,16,21,0,96,0,0,196,38,0,0,3,7,6,6,221,168,0.76
bielefeld_21.tif,train,0,0,128,169,155,141,7,62,252,109,1,0,0,4,34,58,577,543,0.94
santiago_66.tif,train,0,0,133,271,70,324,31,109,93,44,10,5,0,0,45,87,382,840,2.20
swietokrzyskie_36.tif,train,0,0,50,56,13,78,1,10,51,55,0,0,5,10,23,42,143,251,1.76
lima_25.tif,train,1,6,15,2,18,4,1,15,0,8,0,17,0,0,96,43,131,95,0.73
slaskie_6.tif,train,24,1,42,37,3,28,0,6,61,48,1,3,0,0,2,2,133,125,0.94
dortmund_43.tif,train,0,0,429,142,33,79,7,55,50,28,0,3,0,1,15,7,534,315,0.59
aachen_67.tif,train,0,0,29,166,13,37,3,13,19,24,1,2,3,14,9,8,77,264,3.43
santiago_22.tif,train,6,0,81,75,71,168,8,74,135,55,2,7,0,3,12,13,315,395,1.25
ngaoundere_4.tif,train,0,0,70,167,68,137,4,35,144,80,0,1,3,65,47,43,336,528,1.57
mahe_9.tif,train,0,0,208,164,111,167,5,53,171,111,23,4,0,1,25,40,543,540,0.99
santiago_17.tif,train,0,0,63,131,81,128,7,53,99,86,5,3,0,6,36,48,291,455,1.56
lambayeque_48.tif,train,0,2,215,107,189,158,1,30,256,163,0,7,0,13,42,57,703,537,0.76
santiago_44.tif,train,2,0,219,144,100,110,37,41,123,47,20,1,0,1,0,4,501,348,0.69
pisco_12.tif,train,131,86,90,187,0,69,0,0,126,68,5,88,3,0,0,0,355,498,1.40
tokyo_51.tif,train,0,0,189,260,181,162,8,71,224,84,2,1,9,18,129,69,742,665,0.90
ngaoundere_11.tif,train,0,0,309,57,280,104,6,42,243,181,0,0,24,6,205,180,1067,570,0.53
slaskie_1.tif,train,0,0,97,99,38,211,2,12,100,65,0,0,3,9,29,36,269,432,1.61
svaneti_2.tif,train,3,9,139,289,63,260,12,36,158,80,2,62,1,6,49,70,427,812,1.90
muenster_44.tif,train,0,0,79,96,41,111,11,48,93,37,4,6,1,15,28,18,257,331,1.29
ngaoundere_15.tif,train,4,0,163,291,99,229,16,78,247,139,0,3,24,91,85,98,638,929,1.46
dortmund_30.tif,train,0,0,408,362,306,542,17,47,512,222,17,0,0,4,189,157,1449,1334,0.92
daressalaam_16.tif,train,9,10,146,60,490,247,8,58,343,255,1,4,0,0,269,110,1266,744,0.59
wielkopolskie_39.tif,train,0,0,18,26,19,76,1,1,145,25,1,1,5,5,16,12,205,146,0.71
tyrolw_39.tif,train,0,0,78,110,28,42,13,36,51,33,0,1,1,3,8,22,179,247,1.38
lohur_6.tif,train,0,0,44,55,18,62,2,6,23,54,1,3,12,19,11,13,111,212,1.91
rio_55.tif,train,0,0,11,27,39,23,4,6,6,7,0,0,0,0,3,20,63,83,1.32
zanzibar_136.tif,train,0,87,75,75,3,57,0,1,1038,382,0,15,0,1,36,15,1152,633,0.55
chiclayo_38.tif,train,2,3,47,28,18,22,1,17,76,17,3,15,0,2,47,30,194,134,0.69
kujawsko-pomorskie_13.tif,train,0,0,448,139,397,519,8,99,157,45,0,0,0,0,62,54,1072,856,0.80
rio_17.tif,train,0,0,2,5,66,130,3,7,43,25,0,0,0,0,72,27,186,194,1.04
chisinau_35.tif,train,0,0,238,38,137,150,17,60,87,72,0,0,0,0,24,36,503,356,0.71
pomorskie_34.tif,train,0,0,19,86,2,6,12,8,5,37,0,0,0,3,5,4,43,144,3.35
ica_23.tif,train,0,0,17,60,12,39,1,18,72,44,0,0,18,12,6,12,126,185,1.47
tokyo_33.tif,train,5,0,154,313,172,234,9,68,513,151,10,0,18,31,146,137,1027,934,0.91
chiclayo_37.tif,train,7,2,60,61,17,50,2,1,378,92,0,6,0,0,2,2,466,214,0.46
santiago_29.tif,train,0,0,216,199,38,118,2,50,273,46,13,2,0,0,19,39,561,454,0.81
muenster_40.tif,train,0,0,313,252,385,179,11,85,346,177,3,0,3,6,43,52,1104,751,0.68
chicago_26.tif,train,0,0,38,61,29,80,12,36,80,43,0,0,0,1,17,44,176,265,1.51
monrovia_20.tif,train,0,0,105,70,75,174,4,54,38,97,0,2,0,0,62,107,284,504,1.77
slaskie_11.tif,train,0,0,6,41,4,56,2,9,17,19,0,0,21,19,4,14,54,158,2.93
svaneti_28.tif,train,2,0,713,94,8,9,0,2,116,26,1,40,0,7,0,0,840,178,0.21
kyoto_49.tif,train,0,0,101,60,222,35,4,40,291,121,2,1,12,2,124,160,756,419,0.55
rio_25.tif,train,0,0,10,10,11,4,6,18,0,4,0,0,0,0,15,20,42,56,1.33
tyrolw_45.tif,train,0,0,140,160,192,125,8,54,191,112,1,5,25,7,38,85,595,548,0.92
kitsap_7.tif,train,0,0,83,123,34,209,3,27,84,62,1,3,0,3,41,50,246,477,1.94
sechura_33.tif,train,20,0,118,88,110,127,1,45,337,105,5,15,0,12,20,38,611,430,0.70
shanghai_17.tif,train,0,0,22,82,61,75,6,22,52,25,4,3,3,37,50,19,198,263,1.33
accra_4.tif,train,0,0,118,113,620,256,9,90,221,213,1,1,0,4,767,251,1736,928,0.53
duesseldorf_37.tif,train,0,0,74,53,86,101,9,63,86,35,0,0,0,23,15,47,270,322,1.19
rio_1.tif,train,0,0,10,15,13,15,6,2,22,13,0,0,0,1,1,4,52,50,0.96
accra_13.tif,train,0,0,5,58,225,347,2,75,79,71,0,12,0,0,114,232,425,795,1.87
dortmund_54.tif,train,0,0,368,430,670,615,10,55,526,249,14,0,0,4,281,230,1869,1583,0.85
ulaanbaatar_17.tif,train,0,0,150,5,185,11,3,26,41,48,0,0,0,0,351,276,730,366,0.50
khartoum_22.tif,train,3,0,1,13,27,96,6,26,50,75,0,1,0,0,51,26,138,237,1.72
kyoto_54.tif,train,0,0,19,74,167,98,2,37,184,167,0,0,25,4,377,194,774,574,0.74
svaneti_9.tif,train,0,0,237,289,110,276,9,20,192,127,4,9,1,2,68,66,621,789,1.27
zanzibar_9.tif,train,0,0,82,79,42,180,0,0,250,129,0,1,8,40,34,21,416,450,1.08
ica_18.tif,train,0,0,9,40,103,75,2,27,199,144,0,0,0,0,155,203,468,489,1.04
ulaanbaatar_41.tif,train,0,0,162,71,140,17,12,40,35,137,0,0,0,0,291,256,640,521,0.81
mazowieckie_40.tif,train,0,0,27,23,8,25,1,18,73,3,0,0,2,11,2,15,113,95,0.84
ica_8.tif,train,4,0,143,62,115,87,3,13,135,113,1,2,0,9,82,90,483,376,0.78
khartoum_57.tif,train,1,0,0,19,16,23,2,13,10,18,0,14,0,10,7,21,36,118,3.28
coxsbazar_8.tif,train,11,0,153,87,42,2,0,18,86,107,3,6,26,26,2,2,323,248,0.77
viru_30.tif,train,12,17,69,19,179,76,1,21,309,157,0,23,2,2,44,82,616,397,0.64
swietokrzyskie_8.tif,train,0,0,17,45,7,40,5,25,49,38,0,0,8,12,12,9,98,169,1.72
ica_6.tif,train,0,6,215,219,144,190,6,50,164,132,6,45,3,29,47,63,585,734,1.25
tonga_21.tif,train,0,0,137,447,218,509,4,32,627,323,0,0,0,0,121,139,1107,1450,1.31
shanghai_48.tif,train,0,0,15,81,97,52,5,30,11,14,0,1,1,72,165,83,294,333,1.13
baybay_52.tif,train,0,0,97,82,14,39,1,2,71,28,0,0,6,8,9,9,198,168,0.85
soriano_13.tif,train,0,0,127,318,404,451,2,6,177,232,1,1,0,0,139,161,850,1169,1.38
shanghai_61.tif,train,0,0,58,69,69,84,6,20,34,20,1,0,0,12,26,21,194,226,1.16
dortmund_14.tif,train,0,0,620,410,379,436,49,87,308,162,0,0,0,0,162,154,1518,1249,0.82
tyrolw_48.tif,train,0,0,35,98,9,84,1,13,73,40,1,4,0,10,9,14,128,263,2.05
malopolskie_37.tif,train,0,0,11,53,1,13,2,10,10,15,0,8,3,8,2,13,29,120,4.14
mahe_27.tif,train,0,9,88,158,33,84,1,11,95,74,5,41,0,0,21,32,243,409,1.68
muenster_34.tif,train,0,0,495,527,349,562,25,63,466,233,3,0,0,0,207,242,1545,1627,1.05
melbourne_54.tif,train,0,0,120,117,104,142,18,37,148,102,0,2,0,0,7,27,397,427,1.08
koeln_68.tif,train,0,0,565,369,242,307,44,103,265,119,1,6,0,4,86,95,1203,1003,0.83
zanzibar_7.tif,train,0,0,92,102,0,20,8,7,252,92,0,0,9,24,3,1,364,246,0.68
